Status ,Standing ,Pushback / towing ,Taxi ,Takeoff ,Initial climb ,En route ,Maneuvering ,Approach ,Landing 
0.0,0.0,0.0,0.0,0.5,0.7,0.9,0.0,0.5,0.0
